Vehicle ID,Identifier,Make,Model,Color,License Plate,Passenger Seats,Status,VIN,Garage Stop,Contractor Name,Vehicle Model Year,Vehicle Description,Emissions Rate,Vehicle Type ID,Capacity Type,Created At,Updated At,Photo URL,Accessibility Features
fbd2cbf8-afcf-4f52-b154-67256fa58666,803E BUS,Arboc (GM Chassis),Spirit of Freedom,White,KPV 913,8,active,,"27 Grassy Lake Dr, Winnipeg, MB  R3Y 0E8",Exact Care Inc.,2020,27' Bus; 700U and 800E series,469,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:04:37,,"wheelchair (count: 3, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 2, seat cost: 0, first in last out: False); oxygenTank (count: 3, seat cost: 0, first in last out: False)"
2fb04d64-8a39-4ded-b798-9d870e96c7b0,802E BUS,Arboc (GM Chassis),Spirit of Freedom,White,KPV 912,8,active,,"123 Reenders Dr, Winnipeg, MB  R2C 5E8",Exact Care Inc.,,27' Bus; 700U and 800E series,469,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-06-08 20:14:52,,"wheelchair (count: 3, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 2, seat cost: 0, first in last out: False); oxygenTank (count: 3, seat cost: 0, first in last out: False)"
29c9d5b7-925a-4ed9-9f2a-5f5f23946554,801E BUS,Arboc (GM Chassis),Spirit of Freedom,White,KPV 915,8,active,,"106 De Vos Rd, Winnipeg, MB  R3T 5Y1",Exact Care Inc.,2020,27' Bus; 700U and 800E series,469,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:05:36,,"wheelchair (count: 3, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 2, seat cost: 0, first in last out: False); oxygenTank (count: 3, seat cost: 0, first in last out: False)"
e4cd292d-955a-4fa0-9055-3e78ae7071a0,C6CA SUV,Toyota,RAV4 XLE Hybrid,White,LDP 537,3,active,2T3RWRFV6PW169491,"175 Worthington Ave, Winnipeg, MB  R2M 1R9",Care Accessible Transportation,2023,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:05:42,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
d9deec17-6962-4c0d-a8c3-f1d44203de11,C5CA SUV,Toyota,RAV4 XLE Hybrid,White,LDP 534,3,active,2T3RWRFV4PW167402,"408-1325 Jefferson Ave, Winnipeg, MB  R2P 2K1",Care Accessible Transportation,2023,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:05:48,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
20fdd2a0-ec19-44c3-8ce1-e6de9a9837c6,C4CA SUV,Toyota,RAV4 XLE Hybrid,White,LJP 804,3,active,2T3BWRFV8PW182891,"1005 Royse Ave, Winnipeg, MB  R3T 1V4",Care Accessible Transportation,2023,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:05:53,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
19ab5751-b8b3-4ebe-954d-17466715f07c,C3CA SUV,Toyota,RAV4 XLE Hybrid,White,LDP 531,3,active,2T3BWRFV7PW159747,"1070 Sherburn St, Winnipeg, MB  R3E 2M9",Care Accessible Transportation,2023,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:05:59,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
323483a6-e6aa-47fb-805c-e5fb977b2513,C1CA SUV,Toyota,RAV4 XLE Hybrid,White,LDP 529,3,active,2T3BWRFVXPW158897,"338A Rutland St, Winnipeg, MB  R3J 1X8",Care Accessible Transportation,2023,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:06:06,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
e7a3193c-3089-4907-b6e6-211f0bfe712f,C2CA SUV,Toyota,RAV4 XLE Hybrid,White,LMP 368,3,active,2T3BWRFV4RW201472,"1115 Polson Ave, Winnipeg, MB  R2X 1M7",Care Accessible Transportation,2023,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-22 19:00:44,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
d6c07072-028e-4233-9703-41d47040012e,786A CAR,Volkswagen,Golf SportWagen,White,XXX XXX,3,active,,"500 Mandalay Dr, Winnipeg, MB  R2P 1V4",AB Transit Inc.,,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-18 11:59:03,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
c28e569d-89a4-4821-9fa9-c613eab0e0ef,785A CAR,Volkswagen,Golf SportWagen,White,KCT 420,3,active,3VW117AU3KM516748,"355 Laurel Bay, Winnipeg, MB  R5N 0J5",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:06:32,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
e7669b4c-5df8-40d3-9b91-8371189cd073,784A CAR,Volkswagen,Golf SportWagen C-Line,White,LKU 264,3,active,3VWY57AU1KM515150,"113 William Tweed Terr, Winnipeg, MB  R3W 0P9",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:06:40,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
b1467d29-fc61-4d8b-86b1-b8d99bc8d75a,783A CAR,Volkswagen,Golf SportWagen C-Line,White,KFN 133,3,active,3VWY57AU3KM514176,"24-182 Colony St, Winnipeg, MB  R3C 1W3",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:07:02,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
f47985d1-a91d-4c59-8243-37d93a786369,782A CAR,Volkswagen,Golf SportWagen C-Line,White,KFN 132,3,active,,"935 Henry Ave, Winnipeg, MB  R3E 3L3",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:07:08,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
5cad3ef7-3920-46cc-a40f-2e9199a97dc0,781A CAR,Volkswagen,Golf SportWagen,White,KFN 131,3,active,,"935 Henry Ave, Winnipeg, MB  R3E 3L3",AB Transit Inc.,,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-18 11:39:49,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
55e8d7b8-630a-448e-8e35-4617f23b247d,726A CAR,Volkswagen,Golf SportWagen,White,XXX XXX,3,active,,"91 Willowlake Cres, Winnipeg, MB  R2J 3E6",AB Transit Inc.,,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-18 11:57:46,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
a0f02327-c2de-43dc-bc9b-e64351d72903,725A CAR,Volkswagen,Golf SportWagen,White,JBV 943,3,active,3VW117AU0KM505299,"119 Montvale Cres, Winnipeg, MB  R3X 2H5",AB Transit Inc.,,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-18 11:39:12,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
be6c4a0a-0024-408a-9c42-cd5be88c6d5e,724A CAR,Volkswagen,Golf SportWagen C-Line,White,KHF 237,3,active,3VW117AU9KM508119,"4 Guernsey Lane, Winnipeg, MB  R2N 0H8",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:07:19,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
957bcdbd-57da-411f-8825-da71a709b6fd,723A CAR,Volkswagen,Golf SportWagen,White,KCT 423,3,active,,"124 Lindmere Dr, Winnipeg, MB  R3P 2R5",AB Transit Inc.,,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-06-08 20:31:31,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
6a9ebca5-859e-4d86-bab1-c3ae3a85290e,722A CAR,Volkswagen,Golf SportWagen,White,KCT 422,3,active,3VW117AU5KM505251,"997 Consol Ave, Winnipeg, MB  R2K 1T7",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:07:29,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
7ca8377e-673e-452d-a4ef-ea9657b0698f,721A CAR,Volkswagen,Golf SportWagen,White,LKU 273,3,active,3VW117AU7KM505297,"59 Abington Rd, Winnipeg, MB  R2J 3S7",AB Transit Inc.,2019,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:07:40,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
5771756c-b230-430c-b5e7-189a5bec8751,C9AB SUV,Toyota,RAV4 XLE Hybrid,White,JBV 929,3,active,2T3RWRFV9MW119678,"51 Ravenhill Rd, Winnipeg, MB  R2K 3K4",AB Transit Inc.,2021,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:08:11,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
1acfd279-1f1b-4b4c-b20c-8a30581d415a,1201A BUS,Arboc (GM Chassis),Spirit of Mobility,White,KFM 981,3,active,1HA6GUBG8KN006573,"935 Henry Ave, Winnipeg, MB  R3E 3L3",AB Transit Inc.,2019,24' Bus; 1200A series,417,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:08:18,,"wheelchair (count: 2, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 3, seat cost: 0, first in last out: False); oxygenTank (count: 2, seat cost: 0, first in last out: False)"
33380a0a-ade1-4dc3-8534-fa9a3f58dfe4,C10AB SUV,Toyota,RAV4 LE Hybrid,White,JBV 930,3,active,2T3BWRFV4RW187170,"1665 Forbes Rd, Winnipeg, MB  R2N 4B7",AB Transit Inc.,2024,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:08:24,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
5d317924-7fa6-4d79-87ba-63634107f4aa,C11AB SUV,Toyota,RAV4 LE Hybrid,White,JBV 931,3,active,2T3BWRFV2RW186860,"43 Wayfield Dr, Winnipeg, MB  R3T 6E2",AB Transit Inc.,2024,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:08:30,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
5f7c2fbb-14fb-461c-83d1-d4606cea75d9,C8AB SUV,Toyota,RAV4 LE Hybrid,White,JBV 928,3,active,2T3BWRFV1NW131472,"30 Bounty Bay, Winnipeg, MB  R3X 1Z3",AB Transit Inc.,2022,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:08:37,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
68018b5d-a9ad-4a03-8c04-68b8eb7cb6eb,1206A BUS,Arboc (GM Chassis),Spirit of Mobility,White,KFM 986,3,active,1HA6GUBG1KN009363,"935 Henry Ave, Winnipeg, MB  R3E 3L3",AB Transit Inc.,2019,24' Bus; 1200A series,417,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:08:43,,"wheelchair (count: 2, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 3, seat cost: 0, first in last out: False); oxygenTank (count: 2, seat cost: 0, first in last out: False)"
9e4ca7c3-c660-4db7-a1f0-07222ea30c5e,1203A BUS,Arboc (GM Chassis),Spirit of Mobility,White,KFM 983,3,active,1HA6GUBG4KN009647,"1425 Regent Ave W, Winnipeg, MB  R2C 3B2",AB Transit Inc.,2019,24' Bus; 1200A series,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:08:49,,"wheelchair (count: 2, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 3, seat cost: 0, first in last out: False); oxygenTank (count: 2, seat cost: 0, first in last out: False)"
ab9941d3-b935-456d-b80d-13e82516b99a,1204A BUS,Arboc (GM Chassis),Spirit of Mobility,White,KFM 984,3,active,1HA6GUBG8KN009375,"935 Henry Ave, Winnipeg, MB  R3E 3L3",AB Transit Inc.,2019,24' Bus; 1200A series,417,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:08:55,,"wheelchair (count: 2, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 3, seat cost: 0, first in last out: False); oxygenTank (count: 2, seat cost: 0, first in last out: False)"
b82ba961-22df-4189-b0d7-f38c32efabaf,1202A BUS,Arboc (GM Chassis),Spirit of Mobility,White,KFM 982,3,active,1HA6GUBG2KN009596,"1425 Regent Ave W, Winnipeg, MB  R2C 3B2",AB Transit Inc.,2019,24' Bus; 1200A series,417,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:09:01,,"wheelchair (count: 2, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 3, seat cost: 0, first in last out: False); oxygenTank (count: 2, seat cost: 0, first in last out: False)"
d9491833-0c8c-4c77-85b7-79904aa7aa29,1205A BUS,Arboc (GM Chassis),Spirit of Mobility,White,KFM 985,3,active,1HA6GUBG2KN009422,"1425 Regent Ave W, Winnipeg, MB  R2C 3B2",AB Transit Inc.,2019,24' Bus; 1200A series,417,7cf39a3a-95f8-4bbf-8b60-dc5bc2ec8edd,legacy,2024-06-03 20:54:28,2024-07-19 11:09:07,,"wheelchair (count: 2, seat cost: 0, first in last out: True); walker (count: 2, seat cost: 0, first in last out: False); oversizedWalker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 3, seat cost: 0, first in last out: False); oxygenTank (count: 2, seat cost: 0, first in last out: False)"
f61b16ae-68f0-4ff9-8044-890a6be8d57a,C7AB SUV,Toyota,RAV4 SE Hybrid,White,JBV 927,3,active,2T34WRFV0RW206600,"42 Tanager Trail, Winnipeg, MB  R3X 0P6",AB Transit Inc.,2022,Car,417,77e0beba-d929-4b9d-b543-920fc6faf5bc,legacy,2024-06-03 20:54:28,2024-07-19 11:09:14,,"walker (count: 2, seat cost: 0, first in last out: False); serviceAnimal (count: 1, seat cost: 1, first in last out: False)"
